Number of total reads: 		250000
Number of unique reads: 	6503
Number of unique transcripts: 	6503
Number of unique organisms: 	305

Percent of total	Count	Species name
0.0008	2	putative exported glutaminase	122ba6298c8d1c3f58a53f91105f1441
0.0008	2	esterase/lipase-like protein	017d184f795948b8c17b5c3c46a3a9b6
0.0008	2	SOS responce UmuC protei	1442cc42bfe19b885e98c09165705f66
0.0008	2	LSU ribosomal protein l27p	19df2b37d27cdfcf9f5bbe4edb2cfcb3
0.0008	2	formate dehydrogenase H	044f63781a48eb0f5619f6c49c27862d
0.0008	2	type IV pilus assembly protein PilZ	18d59bd7e1ce53dff83f76c1d5bbbf5b
0.0008	2	putative cytochrome d ubiquinol oxidase subunit I	174f62f44a6af94002ebdad3e31aa156
0.0008	2	YbaK/ebsC protein	07def71e1d0cf5b54205e6bf5d7e0c96
0.0008	2	putative oligosaccharide deacetylase	0ed6496567dc4da02482f21e85627ad1
0.0008	2	M protein-like MukB domain-containing protein	037581711638b302eded42267c4a5c1a
0.0008	2	pyridoxal-5''-phosphate-dependent protein beta subunit	11b9d5c5bb7111cf405ff7eeac2c988f
0.0008	2	glutamine-fructose-6-phosphate transaminase (isomerizing)	00ecdda41187e9a1c3bd76fd3c9b07c8
0.0008	2	rhamnosidase	17b1065abf1d385f27224b2d53691f24
0.0008	2	putative stage III sporulation protein AG	0f1cd8e49c10ba4d050ab6fcc72a1959
0.0008	2	2-oxoglutarate oxidoreductas	16760f14917d75341cd48aafd5d205b9
0.0008	2	8-oxoguanine DNA glycosylase	0a36f4f7ccd293531ef52b2ced4f7772
0.0008	2	MatE efflux family protein	024950d83c2f6a0e3db38242eb9d85e7
0.0008	2	biotin synthase	01fa3066b1aa82aa768108ee3d76102d
0.0008	2	aryl-6-phospho-beta-glucosidase	096836cfda1a3d247a9a23a8946c0593
0.0008	2	potassium-transporting ATPase subunit B	0e737e00abd59120dfd621a2000afe86
0.0008	2	D-ribose transporter ATP binding protein	021ec7494e152e2aede708ff03f94c38
0.0008	2	endonuclease III	1363197f99895f2ec1729e1be36f61e8
0.0008	2	cobyrinic acid ac-diamide synthase	17c597e3e23ab8dff19a60d295c91c1a
0.0008	2	putative non-ribosomal peptide synthase	111fd205f9c27f9597e423433a9258cc
0.0008	2	putative pleiotropic regulatory protein DegT	15c48d0c744540b22ee9ba9b7c9324f7
0.0008	2	spore maturation protein CgeB	134e12015c3c77b27e35314b7decb089
0.0008	2	potassium transporter peripheral membrane component	09a1c701d06614f975f3d3786e3f8c27
0.0008	2	crispr-associated protein	12fd6caeb34e502143229202bc68606a
0.0008	2	NnaC	18b90dbff806211d418aceeab70fa698
0.0008	2	site-specific recombinase-like protein	024ea6c717e55c870367623394fe532c
0.0008	2	Mrr-like endonuclease	147a119e697c189b288bb53142ae2287
0.0008	2	Putative endonucleas	067c08d22f532daf58fe1d48300739e2
0.0008	2	D-methionine ABC transporte	005f21b354d9103b28ee74db15f98d20
0.0008	2	acylphosphatase	05e1f3eef6c524284d9ff6b92c246379
0.0008	2	putative ABC transporter permease component	1072a636addbb211193e4e5e3c98d50a
0.0008	2	voltage-gated chloride channel family protein	03efc4e1490c2f589d83773bc59d8168
0.0008	2	cell division protein FtsY	1135d1df65c84a2e58d9bd0da27996a6
0.0008	2	exopolysaccharide biosynthesis protein	09e3cb20b020c7a2f55212020a08d959
0.0008	2	ribosomal small subunit pseudouridine synthase A	0434fbcff0e21391f9fad72ef246ebac
0.0008	2	TnpV protein	19f0075ba7a9c8e4eda0dea805d4bbbd
0.0008	2	glycoside hydrolase family 29 (alpha-L-fucosidase)	17657a703c9be3a0b004f0dfa76e000c
0.0008	2	cytochrome c552	001c0f7d5aa6d6aa54e39224a52c8240
0.0008	2	nitrogen regulatory protein P-II	0528f5e76a58b830c4961760c7dace1a
0.0008	2	cytochrome c oxidase subunit 2	0abcf9aa8a33d7b00ef8de2cdc7b0ba3
0.0008	2	putative fructose-bisphosphate aldolase	14d04ebf9957ae44af551d0a6e52f6c3
0.0008	2	CAAX amino terminal protease family protein	103f60d2850b03fb32dfeef44ca0e553
0.0008	2	TnpZ protein	0d61ab8d47ade5ec4acf3aab0701f15f
0.0008	2	putative Xaa-Pro dipeptidase	10b91511fb1f9fd691c82a64de2d62e5
0.0008	2	udk phosphoribulokinase family protein	00c108e6a66acaf58a0ae81920f6fb47
0.0008	2	similar to NADH dehydrogenase [ubiquinone] flavoprotein	068b2b1a07b0d9988c0b208d50c5bcbc
0.0008	2	glycine betaine transporter OpuD	058b7b13a61edbfef9fb9655511d6a84
0.0008	2	cob(I)yrinic acid	01ddf25cc87eba3fdf616aebfa394d44
0.0008	2	50S ribosomal subunit protein l7/l12	176ded74e4468f4a0a5fecedb433da73
0.0008	2	prohibiti	14283d8dd7333b28f7a79edadfd3ad85
0.0008	2	Ribose transport ATP-binding protein rbsA	0adb51566b478652a183439ca0bfa39c
0.0008	2	Lysine decarboxylase	0bf8310f2a24559f947f6d6921efd89c
0.0008	2	COG0480: Translation elongation factors (GTPases)	0d5299abba16603d24c2915012ba983a
0.0008	2	phosphoribosylaminoimidazole carboxylase catalytic subunit	185d1c8c9d73023ab65048fc87f3893b
0.0008	2	Threonine aldolase	14350270ec0bef97bb4ca9df109dcc91
0.0008	2	trypsin domain protein	01d238814a7a52ce874a4a2bb55cc063
0.0008	2	restriction-modification system regulatory protein	00f661fdf55ff46a4b6cad23075c222b
0.0008	2	glycogen debranching enzyme	0c0cf757b2e07a26909695836da825b7
0.0008	2	glucokinase	0d626e93dbd291a677c041df93184a64
0.0008	2	bifunctional GMP synthase/glutamine amidotransferase	0d258953a28386693ac8d213da3d7bf4
0.0008	2	SMI1 / KNR4 family protein	069641204cbc225a0f54d51994e424fc
0.0008	2	ParB-like protein	031ebefd525ce80005c8e93fe3c9d8e2
0.0008	2	putative amino acid amidase	16b3567f265e075d370e3d0b76cbc0ea
0.0008	2	DNA ligase (NAD+)	1a54f47fa2931c6c9d0ac99fd049e722
0.0008	2	putative mannosyltransferase	0d13f549eb7165cb1a7be311a39c191b
0.0008	2	phenylalanine--tRNA ligase	07ec89633a2b85deede717fe189258cc
0.0008	2	mannose permease IID component	032c8e75dd79c56cef519b603f0fef5e
0.0008	2	thioesterase superfamily protein	12e034206b27e54fb160bed5e15cbf3e
0.0008	2	stress protei	17366ded87a20951ada5d143ac0e5773
0.0008	2	helix-turn-helix motif protein	073ffd3d3a0fd9013e1cc2a6d2632f41
0.0008	2	putative UDP-galactopyranose mutase	08188f04ed4e0ca069eac9fa44676891
0.0008	2	ABC-type sugar transport system periplasmic component-like protein	0e00b002dc966db596345a035ba2846c
0.0008	2	ABC superfamily ATP binding cassette transporter	0a2ddd86576d363861ebb19b46ef3ee7
0.0008	2	small GTP-binding protein domain/GTP-binding conserved hypothetical protein	1a0005c584382089fcb2ab24ab3e59b7
0.0008	2	integral membrane protein domain protein	09cc38ff47d20acbddf46be20645de2b
0.0008	2	side tail fiber protein from lambdoid prophage Rac	0ecdda2e18debf29638c32a7e5fb4ef6
0.0008	2	putative conjugative transposon replication initiation factor	07b0b8217b567ea77501ab86db7824f6
0.0008	2	queuosine biosynthesis protein	0047dd18b805bc64c812290a8a9284de
0.0008	2	formylmethionine deformylase	103f5268188ba5bc69298429de6c4fb6
0.0008	2	6-phosphogluconate dehydrogenase	075f06e18e5e89db891d456c5d6d8e67
0.0008	2	lipoyl synthase	12d5a78ddf09721df42d7014cadfc575
0.0008	2	ABC-type transport system	1a95c5ef3b45e13a41cefeea849f3931
0.0008	2	Uracil phosphoribosyltransferase	1983a9b1e94c2cdcdef5d548e4d2379a
0.0008	2	major facilitator superfamily protein	0e459ffd218ad816e7266ac0d06aa350
0.0008	2	CRISPR-associated Csh2 family protein	157e56edcac3938d0915f10077a2b453
0.0008	2	methionine import ATP-binding protein MetN	07a4d40a0d9f93e726daca6e3a5cd6b9
0.0008	2	putative two-component histidine sensor kinase	008e5090248b68589647654216a32dfb
0.0008	2	Rpl2bp	184fb0fc4cbd0cc58c0c52d75026d517
0.0008	2	putative binding-protein-dependent transport periplasmic protein	052273fd828ef02c7bbf305b6ad299a0
0.0008	2	aminotransferase AlaT	01e55a9b7d44982d7e1c0db2f8576deb
0.0008	2	SpoIIIJ-associated protein	040d474b529105a2c3b0108768ae85aa
0.0008	2	aminotransferase class V	095bafecdf85365c63cc1625efc10bb7
0.0008	2	L-asparaginase II precursor signal peptide protein	1a0850616a33c4cb927439e7b2f1eedc
0.0008	2	CRISPR-associated protein cas1	06dd17a50118880407a904b20eef03fb
0.0008	2	phosphoglucomutase/phosphomannomutase alpha/beta/subunit	08a1db4ee1a8d2d61de33e4152eaafd1
0.0008	2	transposase and inactivated derivatives	00ad9ff3f8401fd09e2f21cd5b78b93f
0.0008	2	c-terminal processing peptidase-3	02dd602a9da70ba39c51d47573800efe
0.0008	2	outer membrane protein M1	0b03589b2373ae87b802361a59c9ab75
0.0008	2	adenylate/guanylate cyclase	09296a123dcae4194a8fe53aba9170e4
0.0008	2	sensory box protein/response regulator	1a474c595341018bb9a4fc735fefa441
0.0008	2	similar to carbamoylphosphate synthetase 2/aspartate transcarbamylase/dihydroorotase	12ff074cede46618f7b694d88c42b108
0.0008	2	acetoin utilization protei	01bfda4e837581ea437f45c341a96166
0.0008	2	UTP--glucose-1-phosphate uridylyltransferase	0ad7b80126e1160bc4d6fe4ea977ef64
0.0008	2	hypoxanthine-guanine phosphoribosyltransferase	045b5c02bce68e2779c75ea4f4ffc03c
0.0008	2	putative tetrahydrodipicolinate succinylase	081383d2999dbe8fae1ebe59cfab8a5b
0.0008	2	excinuclease ATPase subunit	002bf2139d5d27e332e2b374f11396d8
0.0008	2	PPX2 (PROTEIN PHOSPHATASE X 2)	02a2a1b74e71dba30c330fd09150fae8
0.0008	2	papain family cysteine protease	1a8ffebb7a7b4643624a8b116b5186ca
0.0008	2	putative thuA-like protein	06917ca8746e6e61bd9538e4f46ba4b3
0.0008	2	L-rhamnose isomerase	036aaf334dc955fc5a46be1d6e5880f3
0.0008	2	putative UDP-galactose phosphate transferase	14909cc5b4d6e78d8390ff8c610c1dd9
0.0008	2	sugar ABC transporter ATP binding protein	0b8e55c3ea0898d679cc5d7d0aa6054d
0.0008	2	Mov34/MPN/PAD-1 domain-containing protein	0edb433a21db428d353210b484c34888
0.0008	2	acetate--CoA ligase	021f1e70500cdc14647699929728992a
0.0008	2	putative secreted endoglycosidase	00889341580423eb76f452f9100fe63b
0.0008	2	Rrf2 family protein	0614e88f7d81a7077dd8fd0b3a2f83d5
0.0008	2	TraE protei	0ece68b9719d2ff51a276d10586955e9
0.0008	2	Uncharacterized protein family UPF0027	19bf8833d119ee8d6dde6447c2fba6c7
0.0008	2	sigma 54 modulation protein/ribosomal protein S30EA	0c54a2045c39aedcfa73067c7f576bd1
0.0008	2	glutamate--ammonia ligase	00d8231d2ff276419c856d9016ecb66f
0.0008	2	aconitate hydratase 1	078c3baff4f9662658c7fa35003bf3bd
0.0008	2	phosphorylcholine transferase LicD1	17607cadb90533fa9b9cd1652824a802
0.0008	2	branched chain amino acid ABC transporter periplasmic ligand-binding protein	08569125c153dabed5d0666978cb52fb
0.0008	2	keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase	13227ce24511c71588d99d7f15ff49d9
0.0008	2	AGAP008244-PA	112734123284ccce1b4a941671275f29
0.0008	2	putative ATPase	00d9a9eba2c33fab47c3ee13812f5bf2
0.0008	2	Aspartyl-tRNA synthetase	198ab0ab77589711bba96d8f14150e8d
0.0008	2	RNA-binding S1 domain-containing protein	073f0ccf8819fb93033ebeb0f7d29468
0.0008	2	nucleotidyl transferase	0f9cc5b726b3fa599a8dc14e247ff6cb
0.0008	2	xanthine/uracil permease	050fb35a12d9cc829543572dda704733
0.0008	2	major facilitator superfamily H(+)/nucleoside permease	0226e2d58117af055b9c52ad55d791e8
0.0008	2	Elongation factor	15b03c325fab64eeb8ff6d0ea4fc3956
0.0008	2	YaaT	039098460bf80d8914c6dc951b1a5eeb
0.0008	2	ABC-type sugar transport systems permease components-like	131fc8ff1ccd214375fc12ca7a9e8dea
0.0008	2	Conserved protein/domain typically associated with flavoprotein oxygenase DIM6/NTAB family-like protein	03ba91153c207efef233f112d0c3e12d
0.0008	2	phosphotransferase system lactose/cellobiose-specific IIB subunit	103f5e6e1c7b7f269b00714eecce5a13
0.0008	2	putative O-acetylhomoserine sulfhydrylase	024ad282cd30bdd7a4c8d2aca2b4568e
0.0008	2	ADP ribosylation factor 79	11c98ea5641a619318fa4fd02bc06bb2
0.0008	2	aspartate/glutamate/uridylate kinase	11b316b43318295a14360f03ea2108fb
0.0008	2	hydantoinase/oxoprolinase	0c12594e688123ccb65cd161b57aa430
0.0008	2	amidohydrolase 3	0deae8467fb64606a8e0aa869f6e83a1
0.0008	2	Peptidoglycan-binding lysin domain protein	060221d53fcbe0a18c1fecb5e4d55228
0.0008	2	penicillin-binding protein 1A	01f9e3a306127a3234ceaeec5683d40c
0.0008	2	cellulosome protein dockerin type I	136102dbc20626a09f51034e20e194d6
0.0008	2	Type I site-specific deoxyribonuclease HsdR	15b2ab7e950a502ae4237265ba1a035f
0.0008	2	signal recognition particle subunit FFH/SRP54 (srp54)	08a78673f331ff62e28586baf24c0442
0.0008	2	glycerophosphoryl diester phosphodiesterase family protein	0a3eab536a5fd18faf96347699080d5f
0.0008	2	Na+/solute symporter	181a336306a67ce945d4efeb24b70526
0.0008	2	acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	19df728e929d4141cb727ac6eeef47fa
0.0008	2	snare associated golgi protein	104881f3dd23a835555f4d4919ce01db
0.0008	2	FecR family protein	123f1253c2e2fe300a73082c852c7b0a
0.0008	2	aspartate transaminase	15373d40df9cccbad7573cac7c2500f7
0.0008	2	pantoate/beta-alanine ligase	055f30d934acf0770fc36f787b515cb0
0.0008	2	sn-glycerol-3-phosphate transport system permease protein ugpA	0394e3d6e275714c44093f345d253ea9
0.0008	2	pre-mRNA splicing factor (Prp8	03f56553805a65a89dcca4add34de561
0.0008	2	HU histone family DNA-binding protein	013cc0629ebf262d0712794cf0ed0f62
0.0008	2	histone-like DNA-binding protein	194e7b56b3c5af41888c40c81df1268b
0.0008	2	F0F1-type ATP synthase subunit C	0b4a270f7009599886aa9b93f82c205f
0.0008	2	valine--tRNA ligase (valyl-tRNA synthetase)	11dd90b0e4a360f007c5a121d62b1a87
0.0008	2	putative magnesium chelatase	1262afeb42bbf30fa7d9ffe8494ffda9
0.0008	2	galacturan	04064e8bb7ef3057beffc86228b4dc2d
0.0008	2	chromosome partitioning parB family protein	07bbeda37c1231fc34a7511e22f14615
0.0008	2	cytochrome c nitrite reductase small subunit	1099890f27c0f8746b58c9ab40c6ad8f
0.0008	2	xylose/H+ symporter	0533a1c734c79c54d1c7c37c4508aa18
0.0008	2	flavocytochrome c flavin subunit	0939d6487cca05f6e0f8e704fa32dfc6
0.0008	2	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase	0a5e62f50dce9c0d6ab413077e7648e8
0.0008	2	Mitochondrial ribosomal component of the small subunit	195ec42fde9a9d84028f04cb449f4e80
0.0008	2	L-ribulose-5-phosphate 4-epimerase (Phosphoribuloseisomerase)	141b272832a983c70c8a378ad764ed2b
0.0008	2	cell cycle protein MesJ	084847796bd360e98613f18891cc1843
0.0008	2	bacterial sugar transferase family protein	06b7052349940ff7fe4157fc21f55b22
0.0008	2	chaperone protein ClpB	14da6d0ebc3990ed61b1709138f22f53
0.0008	2	transporter gate domain protein	0a94e4382d73b62085f949834feda924
0.0008	2	hsp70-like protein	074db420b8c358ad3431dea870af79f5
0.0008	2	leucyl aminopeptidase	14e96f7df68c122a959215f1bd11dbee
0.0008	2	peptidase family C69	090cb21dc72d7ca1ad129bfa2c55b288
0.0008	2	Glycerone kinase	13e09b587409a56d8a58c6883926bfcd
0.0008	2	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)	19d5145cac1641d507c98db6e061cb35
0.0008	2	myosin-crossreactive antigen	101ed93d998129967212d938c5c2abcc
0.0008	2	DNA-binding ATP-dependent protease la	13d2c470760d9f839b8991a2ae39d33e
0.0008	2	tyrosine recombinase XerD	16f61d48f93e97b774f4a0133f0ef60e
0.0008	2	fuscose operon FucU protein	18030deaa5c1afe93d76d6017c7fcfc1
0.0008	2	L-lactate permease	0757c44bab30ec946aae26c8474fc8c0
0.0008	2	ABC transporter ATPase and permease components	0c58933e08242ce616dbddf3d23fe7a9
0.0008	2	tetratricopeptide repeat family protein	0256a6e2de84d29988fddd3633896878
0.0008	2	ClpP1 peptidase. Serine peptidase. MEROPS family S14	1a88c8ebde532d2d8158a506d06aef12
0.0008	2	phosphoesterase	150a1dde5612afb93fa1d8363554f5e8
0.0008	2	Tetratricopeptide TPR_2 repeat protein	166079f3f1f4637140bece4c24101b23
0.0008	2	transition state transcriptional regulatory protein AbrB	17f2baa8e1f97eaca65977cde3202b4c
0.0008	2	COG1841: Ribosomal protein L30/L7E	19a2ec5bf2f0dc27b66eaca17543a9d8
0.0008	2	N-acetylornithine carbamoyltransferase	08d043e1ec44723cf622d77249a8eb52
0.0008	2	16S rRNA uridine-516 pseudouridylate synthase	0ec857ab03f2b49f53da0f1b89ca7488
0.0008	2	RagB/SusD hypothetical protein	087cc7b697ddc454da5199c92ef66aba
0.0008	2	flagellar filament 34.5 kDa core protein (flaB1)	017444c36191a0d810c2c7862f5cc08b
0.0008	2	DEHA2E07458p	06f9fb3f8ceb3bc7261fb2d97b25929b
0.0008	2	UDP-N-acetylmuramate--alanine ligase	0749cfd976ab03f0b42e7314c4318b8d
0.0008	2	CitMHS family citrate/H+ symporter	0922baaf02b5a1293ed018e7f4b2a329
0.0008	2	putative regulatory protein UhpC	12e68ed8ea7220091d48589504cdeb3d
0.0008	2	putative transcriptional accessory protein	0c495dad28b05bcb6ebc9571f1823303
0.0008	2	aldo/keto reductase family oxidoreductase	00b00ea608ddf2f9d5e74b300e970840
0.0008	2	putative DNA polymerase II	090ae83ec77ac96bd90aabe7d3d1b4d1
0.0008	2	bacterial alpha-L-rhamnosidase domain protein	114ba2093911af54c21cd166ebf6d33b
0.0008	2	pyridoxal-5''-phosphate-dependent enzym	19aaf4b67da4f2760176f63a8608474b
0.0008	2	RNA chaperone Hfq	0e501a735726a0b093d1c61eb06cdd61
0.0008	2	Retrotransposon TYA Gag gene co-transcribed with TYB Pol	137ff7b647d0872c6b2ef40c5cfca2dc
0.0008	2	methylated-DNA-protein-cysteine methyltransferase 1	0e9c8f78160397f42cf3d2d376c6a300
0.0008	2	ABC-type metal ion transport syste	09846a59b2f7f9a64e9effcd3754fc53
0.0008	2	enolase (2-phosphoglycerate dehydratase)	0f64bac65233f37aa63a9a58d7257f23
0.0008	2	alpha-mannosidase 2c1	197c6f35761045ecf6449932d6b4b919
0.0008	2	subunit of oxygen-sensitive 2-hydroxyisocaproyl-CoA dehydratase	0c917e7c1a45f514dc74eca5d412df0a
0.0008	2	ornithine aminotransferase (gyrate atrophy)	189b8b1146e1fedd6b41f2edf7879161
0.0008	2	TPR-repeat-containing protein	183e7e2a4393b87f31ad31792a327529
0.0008	2	carboxypeptidase Taq	01f4ff7e2782687513e0925a6625f961
0.0008	2	B-galactosidase	1371f61f6256e4ee0aab38871c0e5554
0.0008	2	TrmH family tRNA/rRNA methyltransferase	0316421d5044413489b9ecba394b1518
0.0008	2	Arn1p	02c67c891e124d9da26bcd8403857235
0.0008	2	IS605 family transposase OrfB	0d0e94a920e280859f5795e5eec0e780
0.0008	2	23S rRNA-methyltransferase RumA	0c1a3731e2f279c5c8c932fe10a39477
0.0008	2	protein recA (recombinase A)	0694a4dd1a40d281b37b803c72811e18
0.0008	2	bromodomain-containing protein 4-like	0f648afc484814814522240915c88a2f
0.0008	2	DNA-binding transcriptional regulator FrlR	10e8905ff869d471e02059088ea55a94
0.0008	2	replication restart DNA helicase pria	0f9b759c44228d4d022c43caf09f56c3
0.0008	2	nuclease-related domain protein	00d4fd39762c043f99bf3e5b154c11ef
0.0008	2	ADP-ribosyl glycohydrolas	101d95a5aa36a8544e105ee8f1586f70
0.0008	2	sensor protein	0783b17802b7f76315bc6f2e85684c24
0.0008	2	RteC protein	0728df2d9c83483637dba02705c1fd0e
0.0008	2	putative Mg chelatase	17704012e324bcc2fdced71588619062
0.0008	2	transcriptional repressor CodY	059c56378e159c50dcc465ca9307eeb0
0.0008	2	electron transport complex protein RnfA	131d05f02d07f0f0ee65a94ce2ccf5fa
0.0008	2	ribonuclease G	06eec3768f6806c8f18ac110facf35f2
0.0008	2	DEAD box-like helicase	0322f99cf1f61289d43aad7881c551d3
0.0008	2	ribonuclease P	010d4ed5230688738d3f132c91b206a9
0.0008	2	ATP-NAD/AcoX kinase	036fdbe9f6bd530369308d7a001f4d8a
0.0008	2	ribosomal large subunit pseudouridine synthase D (rRNA-uridine isomerase D) (rRNA pseudouridylate synthase D)	15d9c6215d285237b188aa0a34dc1a77
0.0008	2	asparagine synthetase	11b14aabe0d2c00b466cb4d61c8732d2
0.0008	2	aspartate/ornithine carbamoyltransferase family protein	0e4909e6f064eba6ba95bf93606f13fe
0.0008	2	integral membrane sensor hybrid histidine kinase	06316266923b239ec5cd17276e294f03
0.0008	2	recombination protein mgsa	017e92c15b3f9032cb3a51454173a944
0.0008	2	L-asparaginase	0a97224a1a6c8a6c895e9fe0616876d4
0.0008	2	efflux system protein	07285859c6305eeb6b6068e3d4f73cb2
0.0008	2	periplasmic solute binding protein	09f59ec2cb107f5ec4f2f2f4e7f34f5d
0.0008	2	ribose ABC transporter (permease)	03c8ee8623166e79c09648f8203993a7
0.0008	2	inorganic pyrophosphatase	00db57de0074e35ea0dc042c841ba23f
0.0008	2	COG0463: Glycosyltransferases involved in cell wall biogenesis	01b3e36417091710950bad3409e42d08
0.0008	2	serine/threonine protein kinase with PASTA sensor(s)	027044ec49ac07d9f0b7c9ca9da7d72d
0.0008	2	mandelate racemase/muconate lactonizing enzyme family protein	0c5e7b2a07635df43ff78cf355ff14a3
0.0008	2	Uroporphyrin-III C/tetrapyrrole (Corrin/Porphyrin) methyltransferase	08c24f1ab686441436fa5aaf59c7e80e
0.0008	2	putative dolichyl-phosphate mannose synthase	0fefd995ada2f45e6ec11342dc990c8d
0.0008	2	carbohydrate binding domain protein	185e2cb420e8de3e2a89c6778ff4a549
0.0008	2	Fbp	090c5d0a8adda2f74517b59d489096dc
0.0008	2	PTS system family protein	1992902425070f30805cb3ae00c04d0f
0.0008	2	short chain dehydrogenase/reductase family oxidoreductase	0c5c23bb31468beea108bbdcb567e047
0.0008	2	regulatory protei	1519e0f73a3b6f8846672f39baa87b1a
0.0008	2	Xaa-His dipeptidase	07274de9f26ab9baea3f033618393082
0.0008	2	PTS system ascorbate-specific transporter subunit IIC	0b4be337e5031273840a9eaf7da6d17d
0.0008	2	putative abortive infection protein	0613e1eed59033202ef4a9e344abca33
0.0008	2	phage tail tape measure protein	11eab17c581a9db5c8988dcbb9cd2d53
0.0008	2	beta-ketoacyl-acyl-carrier-protein synthase III	14e2c714d56d9f3269d9b2ce69ab92d1
0.0008	2	PilT domain-containing protein	0047ae7a63b8b0dac4f8285d5a72e8ce
0.0008	2	iron-sulfur binding protein	13b3728a047f0795a10958f186b927c2
0.0008	2	phosphoribosylpyrophosphate synthetase	15aefcc686b829720c0208c250f74ef9
0.0008	2	ribose 5-phosphate isomerase	12d80bee26fd5a1f61e93b535928efb2
0.0008	2	DNA mismatch repair protein MutS domain-containing protein	017883f113b4dd6d8d649008d414396f
0.0008	2	putative hydrolase	00b3b7f9b67f2e1f88f16038515cef2d
0.0008	2	putative hybrid histidine kinase	08357f1c494f171546db60ff1e1a1e28
0.0008	2	ATP-dependent protease ATP-binding subunit HslU	02f5a5ecb261e0d3684bbfa2e4e8eb2f
0.0008	2	gram-positive signal peptid	07042bb60f123b45ff99ecaadd3b35d1
0.0008	2	phosphoribosylamine/glycine ligase	1290d7145de9fadcee001e7d51756ac7
0.0008	2	vitamin B12 receptor	12e7c6720b86a6f1156622a975c181a8
0.0008	2	isopentenyl-diphosphate delta-isomerase	0e3b80a70416047d2830f77b780a1c47
0.0008	2	putative nickase	096f079481376146635538c9de353ae1
0.0008	2	oxygen-insensitive NAD(P)H nitroreductase	11ccae83e25da467bd9ee5b67ccb1ba1
0.0008	2	Plasma membrane H+-ATPas	18bd1f981f93813b2d7a074bc7cb22e9
0.0008	2	putative NADH dehydrogenase/oxidoreductase	0dd169a4c53c7d1089532bbcd3a366cd
0.0008	2	Tripartite ATP-independent periplasmic transporter DctQ component	11026cf891f68d477e87c111546d5cac
0.0008	2	Excinuclease ABC subunit B	15944d31a8232874c63ce2cb345a43b7
0.0008	2	dextranase	1505ca5fa63dde90a721f30e34552aca
0.0008	2	Alcohol dehydrogenase zinc-binding domain protein	18b3c7bb78a8ad6a45c211c6e0de8c3b
0.0008	2	SpoT protein	064d911d4ec8568f3d9fc333ddf8487a
0.0008	2	acyl-CoA synthetase	0bf122af0d6aca364283ac17f5c94cbf
0.0008	2	YjgR	14d8f2ae9f3bff62161713d3a624b957
0.0008	2	L-threonine dehydrogenase	08b973e02adaf4c65b216d29a47d09ce
0.0008	2	calreticulin	165b47cd7835082ab35b9da14003f861
0.0008	2	putative cell division protein FtsQ	022e4fd1444123c096a36e77f2498936
0.0008	2	Parallel beta-helix repeat protein	100c20e3c188599f3c508c93cbb12599
0.0008	2	glucose inhibited division protein B	1374e3674854936dfbabcf3eac6fdff4
0.0008	2	putative uroporphyrin-III c-methyltransferase	0ac0f76f54ff482ae3a71e42d1950fb6
0.0008	2	glycoside transferase family 2	07bacbc9dcc5eb5270638c0d49495c1c
0.0008	2	chromosome partitioning protein par	0a8c3ddcb267589f9357a007ebf956e9
0.0008	2	cytidine/deoxycytidylate deaminase family protein	10150aa103bfde6c4b53d824e2e1af09
0.0008	2	40S ribosomal protein S23 (RPS23A)	09b3e893c830583cfe9d24c5aba6b39f
0.0008	2	cell division initiation protein	084799f1d14c377688ff6cff328070f0
0.0008	2	rRNA methylase SpoU family protein	1288e37c79acfffa326b473570fee3f6
0.0008	2	glucose-1-phosphate uridylyltransferase	0b8bc763f191659c1a6178f3ac3b626e
0.0008	2	methylated-DNA/protein-cysteine methyltransferase	0ec5b4fa2f0de05da36297581cf4dddc
0.0008	2	PyrBI operon leader peptide	0d195da6c26089f2fbaec33dd7727d97
0.0008	2	ATP-dependent DNA helicase recq	0b17563dcd0398b890c3deab858ca0b4
0.0008	2	PAS/PAC sensor signal transduction histidine kinase	0cc052757ad8c8f3b0f013dde2526ae0
0.0008	2	ATP-dependent DNA helicase recG	10ab932559c93737f074b839e87b5d45
0.0008	2	CinA-like protein	0ae75ec898483620429c502513b6392f
0.0008	2	signal recognition particle protein subuni	006ecceed926045bbb8f71e0a9b627cb
0.0008	2	glutamine ABC transporter ATP-binding protei	0a68e4fa4befd4e2ecc67eaed38f73aa
0.0008	2	CRISPR-associated Cse1 family protein	002d3632285da87ec45c9930acb67c15
0.0008	2	yurU	0a5ac0959495776cc4e2e96bd9ebaec9
0.0008	2	Peroxiredoxin	15142e8297136750d0994c5663e5d50f
0.0008	2	putative signaling protein consisting of a modified GGDEF domain and a DHH domain	078b8d51aed26fa3e5df97ab3ae1c172
0.0008	2	oligopeptide ABC transporter ATPase	0717b9df777933d7f02bbd4e7d3ffc22
0.0008	2	branched-chain amino acid ABC transporte	078e8f45f448584cc35463a4411d9440
0.0008	2	Resolvase domain	091210f60400c80245fd92fbb1d64ed6
0.0008	2	transcription termination factor rho	02634d93e80ce6ff81f583a3b099f3c6
0.0008	2	type III restriction protei	098d541fb80f706807ad7e14c13f81fe
