Number of total reads: 		250000
Number of unique reads: 	2159
Number of unique transcripts: 	2159
Number of unique organisms: 	344

Percent of total	Count	Species name
0.0056	14	thiW protein	0173e029a82cb64c3127538a2cdeef68
0.0056	14	two-component system response regulator	01522f9cb05e6e06104d5f2a4e1075b1
0.0056	14	methionyl-tRNA synthetase	001c66cbfa072da9bcc419e1938e29d4
0.0056	14	D-lactate dehydrogenase	006c035a943386d3293bfbc941040494
0.0056	14	glutaconyl-CoA decarboxylase subunit delta	02bfea74fcbe56d4f2b35751af5bf1b0
0.0056	14	cobalt chelatase	002eb5faf99616e0525f5240a8ffdce6
0.0056	14	ATP-dependent metalloprotease	02174cee9a3342d1ad2f32a91cd2a512
0.0056	14	putative oxidoreductase	00be4216d949eda3f3a21c53ce9d5632
0.0056	14	cation efflux pump	02c08a73769eaa9b3d4bb0e9df2c22c1
0.0056	14	oligopeptide transporte	025f144204f184bd917eccab7b9327f9
0.0056	14	putative thiamine biosynthesis protein	02d6fd97966539b18c819d7a5a481075
0.0056	14	myosin-cross-reactive antigen	032695e79a76f697342a33eb0b4101a4
0.0056	14	HTH-type transcriptional regulator MalR	0349fe58ba3df2b06656b6bf8e1cc598
0.0056	14	RNA polymerase (beta subunit)	02cb7cfecccf92db1faf62370db8b4c3
0.0056	14	outer membrane protein Omp121	003ea4723907a61f79f80a6e03531d0e
0.0056	14	FdhA-II protein	006d77575f46e1e00492001f7776a499
0.0056	14	3-isopropylmalate dehydratase small subunit	01bbfe3de470985050b3f0b646f9488d
0.0056	14	glutamine-fructose-6-phosphate transaminase (isomerizing)	0001a6156ed94a007e0e9d9623831ce2
0.0056	14	death-on-curing family protein	02b10bbe38a3838c2ff90758ec8f6ca9
0.0056	14	site-specific recombinase-like protein	024ea6c717e55c870367623394fe532c
0.0056	14	molybdenum cofactor biosynthesis protein C	01070dc7b4b0e01072fa1571e826648c
0.0052	13	DEAD/DEAH box helicase domain-containing protein	001e7f65f47f7584492c408d3e581479
0.0052	13	glucose-1-phosphate cytidylyltransferase	00b9a13f949cb2f8269c87acbdcb6043
0.0052	13	cadmium-translocating P-type ATPase	008647600f1198ca7494fbbdfad8a9e2
0.0052	13	fumarate hydratas	020b85f7fc9a83e6108e4677cffb32ee
0.0052	13	putative transporter	0349e8d3f145803a85975e4696f53189
0.0052	13	phenylalanyl-tRNA synthetase subunit beta	01ec6e0093527ac02fb9f998dfdd7778
0.0052	13	ATP synthase F1 subcomplex alpha subunit	01ba5fc467899a38dfbfe99f2702a609
0.0052	13	Heavy metal transport/detoxification protein	032433c45b6206ae57673aa0031aad99
0.0052	13	PTS system glucose-specific transporter subunit IIBC	01f20dea6a8e8a15b915bc846cfdaea0
0.0052	13	putative cyclic nucleotide-binding domain protein	00cc9ab65036f8eadeba77c38990e2ee
0.0052	13	ATP-dependent RNA helicase SUV3	020cc01d86641f69b87dcbc2094f2787
0.0052	13	curved DNA-binding protein CbpA	01a569f23e16287e461701311aac0590
0.0052	13	phosphomethylpyrimidine kinase	002a0ea65fd88ed5ad77d190f7f56158
0.0052	13	3-methyl-2-oxobutanoate hydroxymethyltransferase	01e1bc7779ad37615845056e7817d38d
0.0052	13	Oligopeptide ABC transporte	014732e20e92ec7f638ba49bfb52c905
0.0052	13	imidazolonepropionase	010fe4641c9189cfb127127c0709cb80
0.0052	13	magnesium transporting ATPas	02589979a3318235d33af2074a9b0c07
0.0052	13	FlhB domain-containing protein	014bfc444ddef34654ff70ec4af98831
0.0052	13	F0F1 ATP synthase subunit A	0101974f5584d40dd56e65f2bfcea24a
0.0052	13	protein of unknown function DUF955	0021ba382551f439e855df3bd534e16f
0.0052	13	glycoside hydrolase family protein	0131e72bd45463b9edb62ba7d93ed7ad
0.0052	13	flagellar basal-body rod protein FlgC	009edb2cd7b96c221966744b09024306
0.0052	13	peptidyl-tRNA hydrolase	00af3b0e5bfb15443280bd9ed779d523
0.0052	13	acetyl-CoA carboxylase subunit beta	00f16035247d9646639b739f14fd7dc5
0.0052	13	capsular polysaccharide biosynthsis protein	0063b2c03aa677a680d8f89dc8768a6d
0.0052	13	nucleoid protein H-NS	01574068c5d21a10fc3443f30d0832a2
0.0052	13	preprotein translocase subunit SecF	01a8a21acfe00fe23b59042a50fa08e6
0.0052	13	bifunctional glutamine amidotransferase/anthranilate phosphoribosyltransferase	02203016285a48b3982e41cc93a5f31f
0.0052	13	argininosuccinate lyase	0069ff13115c0d1eb897256b69afa7e7
0.0052	13	ABC-type maltose/maltodextrin transport syste	029411a19352d4b2f2d8d2801b53710c
0.0052	13	DEAD box-like helicase	0322f99cf1f61289d43aad7881c551d3
0.0052	13	putative TonB-dependent receptor	00f3fc4b5c47d354d3f0b29729c72c36
0.0052	13	pectin lyase fold/virulence factor	00b7cd946d90b4de0c3e4d4b244585f4
0.0052	13	LSU ribosomal protein L5P	0295e447ffb1a7482a0d406b48f370a8
0.0052	13	glycoside hydrolase family protein 32	01182254b53b42c5c1e47e6a588da80d
0.0052	13	DegT/DnrJ/EryC1/StrS aminotransferase	011931dc960e99857480f3bf74f3a12f
0.0048	12	aldolase	028e98a850dce7f7a68b3c7b33cd13d9
0.0048	12	NAD-dependent epimerase/dehydratase	002abf8b9b7dbade02f62d85caa72969
0.0048	12	adenylate cyclase	0110a4e84ca91e73616ca384d96e0a8f
0.0048	12	iron-containing alcohol dehydrogenase	000680bc3b8c2c2f2616a8c0c4782d11
0.0048	12	3-octaprenyl-4-hydroxybenzoate decarboxylase	001f6dd3c8e52462945ea3132da42851
0.0048	12	cardiolipin synthetase	02e2ad1bee676086422148b18b79615b
0.0048	12	cob(I)yrinic acid	01ddf25cc87eba3fdf616aebfa394d44
0.0048	12	fumarate lyase	0113546a201868b26648cff70e3fa31f
0.0048	12	adenine-specific DNA methylase	00d8a541c171f2c016c64ab37aede8f0
0.0048	12	small-conductance mechanosensitive channel	03743b35d9b5dace1b84acebe22b56c6
0.0048	12	sulfur relay protei	01e03a9222fc812eaff3d4b38023bbd0
0.0048	12	electron transport complex subunit RsxE	0224ffe0cdf9c7dd0e6c732715a33629
0.0048	12	putative epimerase/dehydratase polysaccharide-related biosynthesis protein	02b85cd5dd56346b711430f4c52b60c4
0.0048	12	nucleotide sugar dehydrogenase	033ba98dc8a1c0bb51a8fc633919aa66
0.0048	12	glyceraldehyde 3-phosphate dehydrogenase GpdA	033149d7d3e5532ee8dc70dbf59831e8
0.0048	12	stage V sporulation protein B transporter	02902cc174047fc49c66670b0ef95502
0.0048	12	hexapaptide repeat-containing transferase	01ad1a8120351027186e22d392527b2b
0.0048	12	tyrosine recombinase XerD	027375da1057756330e510bd9688f54c
0.0048	12	flagellar filament 34.5 kDa core protein (flaB1)	017444c36191a0d810c2c7862f5cc08b
0.0048	12	rod shape-determining protein MreB	0152b09e5520e749aeef5bee0b049518
0.0048	12	probable 1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	01eaee4654ff74eb669d4f120a7d72fa
0.0048	12	LSU ribosomal protein L3P	014ff14f3308e04af599d2110ed2048a
0.0048	12	ribonuclease R	0087c668cb4fbf867cb5f887c18da616
0.0048	12	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	00ec5517ccac95316ea3f411c36b5dff
0.0048	12	periplasmic beta-glucosidase	036d7f796f9bac6a53151b8a8d2529d9
0.0048	12	putative DNA polymerase III epsilon chain	006d112f840e9b76aadf3b9c36b72055
0.0048	12	restriction modification system DNA specificity domain	024d3d8ddc72b4959fb6bb10997e7a8c
0.0048	12	ribulose-phosphate 3-epimerase	00fe2fc45546fadf516aec09e99acfc2
0.0048	12	predicted DNA-binding protein with the helix-hairpin-helix motif	0050fd18f1bdd3469c964b7a76d645ff
0.0048	12	putative transposase	009148614b716238a026db02d8f3ebe3
0.0044	11	oligopeptide transport protein	02121b737e4dabeb22837f2e1939abac
0.0044	11	AAA+ superfamily protein	0045bd57055455495c9dd402b05dc609
0.0044	11	amino acid ABC transporte	0044e08ebf358aa54e0a2555056cb5a9
0.0044	11	altronate hydrolase	0243b0e48c3c35e7f9ef535447c7ad40
0.0044	11	Alpha-L-fucosidase	02494b5e71b00402f26eb2d8a8fad4e0
0.0044	11	carbamoyl-phosphate synthase large subunit	020a7b63a59ad23cbcc6557ae4f319a1
0.0044	11	oxidoreductas	00cc697d9a9b8c076644406a49726a86
0.0044	11	dihydroxyacetone kinas	01df9ca865e9d6335eb3628712c0a408
0.0044	11	NADH dehydrogenase subunit G	0091333ddb1c6782b39e0a93ea40c8aa
0.0044	11	stage 0 sporulation protein A	0104c75f8aedeaaf697c66596e0dc6d6
0.0044	11	toxin-antitoxin syste	000e7b79b2aadb37c54d8561469a1de4
0.0044	11	sensory box histidine kinase	0053dd50fd56f3eedf3b04e1b629fed9
0.0044	11	pyruvate carboxyltransferase	030a9855252acc093a4cba9dde81f158
0.0044	11	acetyl transferase	0028649e303c791cc187e3c3e3179b53
0.0044	11	signal recognition particle protein	0072af3862ca126acb9f91f6f49a4c9f
0.0044	11	UDP-N-acetylmuramate dehydrogenase	01defd52c773f90f51dde11261ebe338
0.0044	11	sensory box protein	015faaa7032fba0fd36b4c2a44f8ba30
0.0044	11	aspartate transaminase	02fec0934ceebee7ef6c9590d7fd6864
0.0044	11	rhomboid family protein	021a49756641065873ea1edb0c25ba08
0.0044	11	tRNA delta(2)-isopentenylpyrophosphate transferase	008f48e01f392e5f4f38f2941bded209
0.0044	11	N-methylhydaintoinase A	005a0b669b25443778eeb1dde2416260
0.0044	11	putative lantibiotic ABC transporte	00a39f3cc259c8d4fd666d3a6f0bf0a5
0.0044	11	flagellar basal-body rod protein FlgB	00d6538fcb3a7d2b4531d59bbef8415d
0.0044	11	conjugative transposon protein	032eb531284130887177c224674c5fa6
0.0044	11	adenosylhomocysteinase	00ab0b45f275cd34b4e3cc0b2d3f453d
0.0044	11	oligopeptidase a	03089e346932d168afd1f53d8571566a
0.0044	11	2-amino-3-ketobutyrate coenzyme A ligase	0106c8f5dd1402d721f73eb6d1b1e419
0.0044	11	AMP-dependent synthetase and ligase	02710ce0a3b03ba1921d0c245b686213
0.0044	11	ABC-type multidrug transport system protein	01352494c180959901234d8786ca2cd9
0.0044	11	serine/threonine protein kinase with PASTA sensor(s)	027044ec49ac07d9f0b7c9ca9da7d72d
0.0044	11	4-diphosphocytidyl-2C-methyl-D-erythritol synthase	0226a8ee0e52e27bf9c68797556a4554
0.0044	11	putative 2-hydroxyglutaryl-CoA dehydratase	02e6403405605ae21e55527f2530dcf7
0.0044	11	ABC-type uncharacterized transport syste	027d7ea47f7d7d5ac8b78ecf6c4eceec
0.0044	11	SpoIIIJ-associated RNA-binding protein	03008142fb207909fb8aaf097137394b
0.0044	11	UMP kinase	00e8f592d0b837145f0829a6236d232f
0.0044	11	phosphate acetyltransferase	0271c0a0941d313438c98a9e44c7ac58
0.0044	11	GTP-dependent nucleic acid-binding protein EngD	000433e122e29f5a2338c64338092dff
0.0044	11	polyphosphate glucokinase	0090fa3c85a945e447c00c15f733db78
0.0044	11	TatD family deoxyribonuclease	00f5c579d890cd7545b1997a9429bf2e
0.0044	11	alcohol dehydrogenase	02719653ac76c77c0174c640f5e52205
0.004	10	tyrosine type site-specific recombinase	01d29152014d4263b149b34da84170f6
0.004	10	neprilysin	022b71a4ba9528b53df3bcaa13cc26e2
0.004	10	TRAP dicarboxylate transporte	005d6884a250c4da7a6c343a40fd1044
0.004	10	extracellular solute-binding protein family 5	00219493bf38461d4d766ec04421aae9
0.004	10	ATP-dependent Zn protease	023dd330abc9daba487a13bffc253f54
0.004	10	guanylate kinase	002760592c668a0a83a1e18762d2be5a
0.004	10	alpha amylase catalytic region	022b9bb6434f0bdea00e37ee1d330d0f
0.004	10	putative dehydrogenase	0232a2528d1222151658f7d5b2d20986
0.004	10	50S ribosomal protein L15	00ae199d26950e9f9d76cdbbdb2ed567
0.004	10	grol	02325fb0824b9c4ae99a53b401aae3f8
0.004	10	NADH-ubiquinone oxidoreductas	0190eca1dd9f5fb8d7b6664bff0e23a7
0.004	10	serine type site-specific recombinase	015d058f7aeee37f87d471d878f747d5
0.004	10	PTS system cellobiose/arbutin/salicin-specific transporter subunits IIBC	02b10c457fa6060bf91b7f49cef6c0a3
0.004	10	chromosomal replication initiation protein	005eaa3104943917daa42083377b73ac
0.004	10	aspartyl/glutamyl-tRNA amidotransferase subunit A	022b3cd4f9b55f87b3502bf4b4eac844
0.004	10	phospho-N-acetylmuramoyl-pentapeptide- transferase	012c9b23c3025bbd62059fd72d4d8703
0.004	10	single-stranded-DNA-specific exonuclease RecJ	0051ceef56379ad9267049ffab7b3c3b
0.004	10	ferric transport system permease protein FbpB	019eb58c04cbe48ddd7e528411a71f6a
0.004	10	pyruvate formate-lyase activating enzyme	0202e2d2b59e11f94f5e9c84055065d6
0.004	10	competence protein CelA	00f79fce9836deadf1999a189ec864dd
0.004	10	triosephosphate isomerase	0174ed5243e47784843a3024b74e9778
0.004	10	possible alpha-N-arabinofuranosidase	020d33572a5fd6d748dcc95896ce21ee
0.004	10	thiamine biosynthesis protein ThiH	00680a28e0083a2a5400fa2042f74994
0.004	10	putative collagen-binding surface protein	01f86e3b14d1b77fc217dbe255b44e25
0.004	10	pseudouridylate synthase	028856e832210a30ebf5a741c5d12bc6
0.004	10	30S ribosomal protein S9	02497aa177e667d24852b181677d76eb
0.004	10	30S ribosomal protein S4	01fc005b8c465a1b30136940d8012eea
0.004	10	TRAP-T family transporte	0217bf4953efb621f684102755b0eadf
0.004	10	glycoside hydrolase	0218eb38356054018c141b1a4d3bdfe0
0.004	10	sn-glycerol-3-phosphate transporter	0062f5d6b62aa6f6e3fc74bb26912446
0.004	10	serine/threonine transporter	01cdd440399e52567c3577c1526e401e
0.004	10	riboflavin synthase subunit alpha	028ee8196d28a24e22fe69df115f9b14
0.004	10	HAD-superfamily hydrolas	00d8a1ec7ff13b5759c5d1cd3d0ff0ba
0.004	10	transcription elongation factor NusA	0020f27323c6f55e37ed7769c01a1692
0.004	10	competence associated membrane nuclease	0074b76ac264371701381c3086af30ec
0.004	10	CRISPR-associated Cas2 family protein	010ff37baa120d9a013308f553de5524
0.004	10	DNA-damage-inducible protein	003a6d819f23df7b01832014c80634de
0.004	10	malate dehydrogenase domain-containing protein	0194eea6e0c2f0fdecc84bf4a5a533ff
0.004	10	nicotinate-nucleotide/dimethylbenzimidazole phosphoribosyltransferase	0310f4a83dae9d07bf968555898eca97
0.004	10	DNA repair protein	00128f9b4b48490daa84852f0e7a9e5a
0.004	10	propionate CoA-transferase	0152813069763b129c94e652d4e3b627
0.004	10	acetyl-CoA carboxylase subunit alpha	0035e433ee4b783ff985a24783dc7ae6
0.004	10	helicase domain protein	017fd7d2f792486d834f8ee58a07918f
0.0036	9	primosomal protein N''	00ea35ce00735f4eb79b64dd6ad11681
0.0036	9	acyltransferase	0075ebd5bb830dc67ac6d1cd04a89a16
0.0036	9	putative alpha-glucosidase	026f659fcbb90af61900f12c86645edc
0.0036	9	diguanylate cyclase/phosphodiesterase	00ce5be59394f679e9f4438c789c7cbc
0.0036	9	agmatine deiminase	02124991ee59ed0f83d092ce4cb97d2f
0.0036	9	aminotransferase	01a2ef1e538ff4c2e598ca0342b42743
0.0036	9	thymidine kinase	032153aa7b8b765cb1a98da6db5c6ed1
0.0036	9	sporulation protein YunB	00f643c014e0601d9363a5e2f1d78797
0.0036	9	putative anti-sigma factor	013275e31c503721ba9ddcfb4bb3b18e
0.0036	9	phosphoribosylformylglycinamidine synthase protein	015bf284431b93175afff949f0545112
0.0036	9	ornithine carbamoyltransferase	01af474d491e71cf7e9fb64182cff008
0.0036	9	haloacid dehalogenase-like hydrolase	0019a06aafbc0773771b2e12802da5bf
0.0036	9	acetyltransferas	029579eb3f8aa03da529259095014d61
0.0036	9	ribosomal protein S18	01a1a4cf8c75715b9b618e27acb58d0e
0.0036	9	folylpolyglutamate synthase	0190ddedebc213c7d7cb5397aad5bcdd
0.0036	9	transketolase subunit A	020f6576cd7589a4fda99bade3081aec
0.0036	9	inorganic diphosphatase PpaC	006083905dfad30df68c32f8781fcbe8
0.0036	9	site-specific recombinas	004d96d603fb5d6031073c4c746299f4
0.0036	9	Carbohydrate kinas	015832888c480f1f289b28ef363417d9
0.0036	9	riboflavin synthas	01b03eeee64e25c51e020a49a2c4bd68
0.0036	9	Serine-type D-Ala-D-Ala carboxypeptidase	00a068c5ba0a8aa72a5ff953105b8fed
0.0036	9	hokD	028893e10d438642ea4112e883488ca5
0.0036	9	cation efflux system protei	006f8fa4718009cb5383facefbbe5304
0.0036	9	putative deoxyribonuclease	000703dc35a656b7f1c5effedeb74c98
0.0036	9	GMP synthas	00831a7ecd3049853af3fe9bd22d4268
0.0036	9	glycosyl hydrolas	00b5a9d3e2133d7c173b8683cbfabacb
0.0036	9	exonuclease family protein	01ebb75b031d43288a0100341789b322
0.0036	9	GntR family transcriptional regulator	01250037f258580e201cf7db2030c96e
0.0036	9	Glutamate 5-kinase	015a02eaf2c3125fb12e3bcde54ce308
0.0036	9	sporulation sigma factor SigG	010c27c290c1b77a933859bf2f1bd915
0.0036	9	metal dependent phosphohydrolase	01b1d433a577e54e09d43ec2c0e03ea7
0.0036	9	DNA topoisomerase III	014a4291a83b5d3f4b76df10a323be19
0.0036	9	putative deoxyribonucleotide triphosphate pyrophosphatase	0189171ca42d28c16e5df08cc728b72e
0.0036	9	cell shape determining protei	00b5b181928a7b9570501e48fc6f2af3
0.0036	9	V-type ATP synthase subunit C	034ca3c30b702136efbf10f6074562c1
0.0036	9	mannonate dehydratase	0025c2fb06b450079f421a83919b60d1
0.0036	9	LSU ribosomal protein L2P	032d8f7832081a17bdda3cb8a0bffc03
0.0036	9	glycosyl transferase	0301a90a55bec89cb09c2c9998aae20f
0.0036	9	phosphoglucomutase	01066972a809dfff79b6ab6307cae18b
0.0036	9	sn-glycerol-3-phosphate dehydrogenase subunit A	00c2fc6fe8b6bc754cd035c41641f97d
0.0036	9	metallophosphoesterase	0057c623f5250a7caf8c365e2c0bcdff
0.0036	9	peptidase M20	004d6f4e8737796cf0ebdf0de3481045
0.0036	9	multiple substrate aminotransferase	027f902b75a04b84fbcd972f77b90bff
0.0036	9	ferric uptake regulator family protein	0160d695ac1ce4d7a6762f5fe00a3c87
0.0036	9	L-fucose permease	0128212f5cc8ba43aa43154e81494d04
0.0036	9	2-isopropylmalate synthase	02b1a72ffa3135ebc68fff18426e9031
0.0032	8	basic membrane protein	007433b6d2e69d71a4962839de072d64
0.0032	8	ribosomal protein L18	0317aaa2b83d83e3e7abbaab0ea00778
0.0032	8	COG0821: Enzyme involved in the deoxyxylulose pathway of isoprenoid biosynthesis	0030ee4facf1862efb0c33d94f851aa9
0.0032	8	phosphoglucomutase/phosphomannomutase family protein	031305c368e1acf345172734a8a6eda4
0.0032	8	putative outer membrane protei	01e5e4b62d75ab34147458db88666943
0.0032	8	branched-chain amino acid aminotransferase	003ce7943c68cb03afecfd3c6b95d907
0.0032	8	pyruvate kinase	01e5a01586b8aed8038282a81c43c56c
0.0032	8	membrane protein with acetylase function	012d12ddb539eee485a115c824f061d3
0.0032	8	Ribosomal-protein-alanine acetyltransferase	0323cbd1a184618aecd016b1d804eaa9
0.0032	8	glycoside hydrolase family 63	02dd606ede595d1897ade41a781898cc
0.0032	8	R-phenyllactate dehydratase medium subunit	02e6e67d8c45e79f28d356d954b94df5
0.0032	8	translation elongation factor Ts	001bf3e475c3c8792694e7d8253f1c37
0.0032	8	serine acetyltransferase	0079cb30902f61e702ed25acc0aa30d4
0.0032	8	ABC transporter permease	00542cbba276d2ba6085427aa77723fd
0.0032	8	Cation/multidrug efflux pum	01cc56ae22610a15681c60034dad573b
0.0032	8	zinc-transporting ATPase	00e69c9a47f53fe96144a458713e098a
0.0032	8	multi-sensor signal transduction histidine kinase	02e8fc6508cd246b18847aa5aa2d2c93
0.0032	8	ADP-ribose pyrophosphatase	004479020b723e43120c95a7feb80e5f
0.0032	8	30S ribosomal protein S10	00348a75622dc57b67f64434cdae08f8
0.0032	8	RNA pseudouridine synthase family protein	026e5e9b95c816816caa66aebb28d18d
0.0032	8	cobalt-precorrin-6A synthase	0284e5d10cf02e18da20c2d3a6e7adfd
0.0032	8	putative endoribonuclease L-PSP	025e2b574ced07fa881c72ec378009be
0.0032	8	periplasmic serine peptidase DegS	0137f40217a9dffa173b5d6d0647af02
0.0032	8	aldo/keto reductase family oxidoreductase	00b571177a48fd0e5d5b9a381e9c6f21
0.0032	8	cellobiose-specific PTS system IIC component	01a4d40f542ae40ffc743414c296889f
0.0032	8	carboxypeptidase Taq	01f4ff7e2782687513e0925a6625f961
0.0032	8	phosphopentomutase	007c5ca36e057ca344c2b8691c1723f7
0.0032	8	putative alpha-mannosidase	0162ce9d13356c870919791d737d4e77
0.0032	8	protein of unknown function DUF370	00cf8f7e16ce88ceda4eb3d2595a4cc3
0.0032	8	polysaccharide biosynthesis protein CapD	00a44c781f0916e078500c2acc8a09fe
0.0032	8	ArsC family protein	00c51470f50dd7f85a5591369322c372
0.0032	8	recombination protein mgsa	017e92c15b3f9032cb3a51454173a944
0.0032	8	GTPase ObgE	00b5539171b7e6f41b3b860b09695bbc
0.0032	8	ethanolamine ammonia-lyase large subunit	0090e18d77fee88c1986462ad263cb5a
0.0032	8	galactose-6-phosphate isomerase subunit LacB	0002526b05a5fd23c2c90b7da32bf0d8
0.0032	8	tRNA-guanine transglycosylase	00e2d7c40ebf3f92c266a4f2d8a2b0e7
0.0032	8	sulfatase	01019042435d8e9dc37a40c1bdd9afd7
0.0032	8	phosphonate ABC transporter ATP-binding protein	027a5cf167b5903b05e2cc3d623d12dc
0.0032	8	methylaspartate mutase subunit E	001f9677197a3f8ed5d34f5d55a7ec34
0.0032	8	glycosyl transferase family 2	017b7fe3bb6b3b8d2ce3bb1c9dd028da
0.0032	8	CTP synthetase	013404b67b25891e25ec36918f681e66
0.0032	8	polyphosphate:nucleotide phosphotransferas	008c3c66512b99a6c5b274a65efd4521
0.0032	8	restriction-modification system regulatory protein	00f661fdf55ff46a4b6cad23075c222b
0.0032	8	glutamate-1-semialdehyde aminotransferase	0004ac8ad40c6a57f21a99144c39297b
0.0032	8	CBS domain protein	016090a73c52310b0e1038e58e2f4c8c
0.0032	8	acetylglutamate kinase	011069e034996323f1975bbfa8cb93ff
0.0032	8	DNA mismatch repair protein MutS	03021f19847c5924e39da5e8cca35243
0.0032	8	bifunctional preprotein translocase subunit SecD/SecF	013a9f2120566c2d0367d50de51b1921
0.0028	7	cytosine transporter	019a51f5294ca9e54971b9d75173737f
0.0028	7	oligopeptide transporter subunit	01ad68936231533acd3fb3589ad4566c
0.0028	7	methylcobamide:CoM methyltransferase mtbA	01ff3bad8031c2bf33d765ef07cc1cd3
0.0028	7	PTS system sorbose-specific iic component	006370ef7c0fafb20d58c3c9a80ff4c0
0.0028	7	ATP synthase subunit C	021b5b7cbbed61c0449efc7795224530
0.0028	7	electron transfer flavoprotein subunit alpha	00928eb925290bb53556a10aa5761900
0.0028	7	acetoin utilization protei	01bfda4e837581ea437f45c341a96166
0.0028	7	phage protein	01cb70677d48bd3648f581d69cbb48aa
0.0028	7	putative GGDEF domain protein	02ea4939ddf22293008e394a635636b2
0.0028	7	glycosyl transferase group 1	02dc317f9b0aeb87ae5d2cec4642af63
0.0028	7	Putative protein of unknown function containing WW and FF domains	00530f39a4e38c157efe7f85d5138759
0.0028	7	glutamate--ammonia ligase	00d8231d2ff276419c856d9016ecb66f
0.0028	7	N-acylneuraminate cytidylyltransferase	021fc715713905cca69e2dc758978e54
0.0028	7	tRNA modification GTPase TrmE	017a0cb7783efa77f73318aa00881043
0.0028	7	bleomycin hydrolase	02800a0279a6ed074a2a9cdefa3644bf
0.0028	7	putative glycosyl hydrolase	0120a2f3fb304b464e169451b4b07576
0.0028	7	ATP-dependent chaperone ClpB	00dce74be0fff511754d3ad59f289866
0.0028	7	RND superfamily resistance-nodulation-cell division:proton (H+) antiporter	01e7a5e50eada25429ba5495686e0f22
0.0028	7	major facilitator transporter	02eb12c1db6339921b7c621bbe27ed29
0.0028	7	glycogen/starch synthas	02e68667863b03108f026bdce0458042
0.0028	7	DNA primase	001772b9c4992e18b9f49dbd053d6f8b
0.0028	7	transposas	0028b571371960572ec578c2e95a3bf3
0.0028	7	DAK2 domain fusion protein YloV	02f17ed2ca23a3aa15697137e1ee28d9
0.0028	7	phosphoribosylaminoimidazole synthetase	029a72160bcaddf781c21202c0b28371
0.0028	7	galactoside O-acetyltransferase	00b1ac8105b290edab686ace6d361ce5
0.0028	7	RluA family pseudouridine synthase	026974f27319114f8640741430d97803
0.0028	7	PTS system mannose/fructose/sorbose-specific transporter subunit IIAB	01f4bebb4dc7452b098cb564f9d9eeec
0.0028	7	50S ribosomal protein L2	001d14ab7f92a031cd6a90777eaf56e8
0.0028	7	50S ribosomal protein L5	0150b71bcef26d672409c6630c3560cf
0.0028	7	phosphotransferase system enzyme I	025a685b39248efd9f37ebe2e0d70ef4
0.0028	7	putative resolvase/DNA invertase	00be54f0e1bf097b54545eacacd5b9e0
0.0028	7	NOL1/NOP2/sun family protein	02c51a176b17f43e688c4652e28e502c
0.0028	7	chaperonin GroEL (Hsp6	0311d0004a3b8409ff4b91e31a7c9f69
0.0028	7	reca protein	003b760736a1504b922f2d111c2adb5f
0.0028	7	recombination helicase AddA	01f5eda00aedd78f89476828e6e7484b
0.0028	7	ribonuclease III	02c5c0340de4243cdd67f586b778e0b4
0.0028	7	GTP cyclohydrolase I	02d8f803f38cf7281236d237d6c6508c
0.0028	7	serine/threonine kinase related protein	001412e91dc092a808dfac3bca7f9c2d
0.0028	7	elongation factor P	00124e1437444cf7c4d4824c1c07d9dd
0.0028	7	sugar kinase	0284b177ed42dfb1d001daee72c7fd39
0.0028	7	3-dehydroquinate dehydratase type II AroQ	01dd3cdf33fe29e08c849c77b19a3a3c
0.0028	7	cobalt transporter CbiM	02e4f809da2d35028215b7c3fd4e326e
0.0028	7	isoleucine--tRNA ligase	002b18f11d8e19501a6dfb2feb5c8135
0.0028	7	Glycosyl transferas	028cb5dc3d20f7d81adec8de6cebefa2
0.0028	7	formate dehydrogenase-	02ad4624ae1ed9ec371542f66c8745b1
0.0028	7	4Fe-4S ferredoxin iron-sulfur binding domain protein	002de5dc4427aa304a9baf64ddf8a519
0.0028	7	amino acid permeas	007cabdab2c9e80b52533dfa31a6b2b1
0.0028	7	elongation factor EF1A	011f724d66d384f2df5f02476a4b729f
0.0028	7	acetyl-CoA C-acetyltransferase	027884a940c78add44fbd80966404646
0.0028	7	putative ABC transporter permease protein	01186d6192f09cda5bed5f58482d80e7
0.0028	7	DNA-binding response regulator ResD	017d754b8272a375ab02dad4e4c1f4dc
0.0024	6	molybdate ABC transporte	012633bf2a91e6f37a65443b804e1706
0.0024	6	beta-phosphoglucomutase	036f5ffcbc7601f3e068b23b44059384
0.0024	6	transcription termination factor rho	02634d93e80ce6ff81f583a3b099f3c6
0.0024	6	acetyl-CoA carboxylase carboxyltransferase subunit alpha	005845af6ff8b1452e4fae4050dcafa5
0.0024	6	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	00ef0069eec6f91713abc04a7ef016a9
0.0024	6	putative domain of unknown function	00646f98735cdaab8601ab25b9aa4ad2
0.0024	6	DNA-binding response regulator PhoP	001e0279bd3c94b9159e5b0055e088ad
0.0024	6	gamma-glutamyl kinase	00ee677a5cea75bab8fd55b7280fbb8f
0.0024	6	peptidyl-dipeptidase dcp	02570e88d33cb49d02c4f7f2ef565ab7
0.0024	6	aldehyde dehydrogenase family 3 member B1 isoform a	02e24ee40e3ceed1f81a39e3851cf60b
